"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Feature","16614","SF:47980, Autocheck One-Owner Not Populating into MaxAd Preview Text","","High","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","07/05/11 06:17 PM","007:MAX","James Pluff","47980","","0","","4","4","","","","Active (Needs Priority)"
"Bug","16793","SF:48564, KBB Value Data Point Does Not Print Dollar Sign, Comma","","Medium","V-MAX-PRODUCT","","Undecided","","Window Stickers","","07/14/11 07:24 PM","007:MAX","James Pluff","48564","","0","","16","16","","","18248,","Active (Needs Priority)"
"Bug","19564","SF: 65519, MFW:  Making Market Listings Threshold Settings Work in the PDFs (T10/#10)","750","Low","V-MAX-PRODUCT","","Undecided","","Max for Selling & Email","","01/17/12 02:15 PM","007:MAX","Tomer Alpert","65519","","0","","12","12","","","","Active (Duplicate)"
"Task","19903","SF:58242, MAX Ad StandAlone - redirect to MAX automatically","","Low","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","02/15/12 05:30 PM","007:MAX","Derek Zehar","58242","","0","","0","0","","","","Active (Needs Priority)"
"Feature","20183","SF:58863, Create indicator differentiating offline vs online (All Inventory Bucket)","","Low","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","02/29/12 11:16 PM","007:MAX","Devang Maniar","58863","","0","","6","6","","","","Active (Needs Priority)"
"Task","20219","SF:59070, Request to disable Carfax bucket in 'Low Ad Quality' tab in MaxAd","","Low","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","03/05/12 09:53 PM","007:MAX","Brian Ramer","59070","","0","","0","0","","","22535,","Active (Needs Priority)"
"Feature","21960","SF: 59509, Auto Approve Daily Email: Ability to add more than one email address","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","06/15/12 02:26 PM","007:MAX","Michaela Baker","59509","","0","","8","8","","","","Active (Needs Priority)"
"Bug","21965","SF:63806, ""Dealer Differentiator Heading"" missing from Luxury/Key Features","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","06/15/12 03:23 PM","007:MAX","Chris Fant","63806","","0","","4","4","","","","Active (Needs Priority)"
"Bug","22480","SF:64943, Request for GID to reference Merchandising","","Medium","V-MAX-PRODUCT","","Undecided","","Max Ad","","07/16/12 08:21 PM","007:MAX","Chris Fant","64943","","0","","76","76","","","22893,","Active (Needs Priority)"
"Task","24669","Allow In-line editing of the Internet Price on the Inventory Page","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","01/16/13 11:30 PM","007:MAX","Michelle Clay","","","0","","20","20","","","24887,","Active (Ready for Work)"
"Feature","25012","SF:74093, Create New inventory not working","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","AutoLoad","","02/12/13 06:11 PM","007:MAX","Chris Fant","74093","","0","","0","0","","","","Active (Needs Priority)"
"Bug","20492","MAX Ad: Template Manager ""Example Vehicle"" Elements Cause Unhandled Exception","","Low","Michaela Baker","MaxQAVerified","Undecided","","Max Ad","","03/26/12 09:54 PM","007:MAX","Tim Muir","","","0","","0","0","09/08/14 10:25 PM","09/08/14 10:25 PM","","Active (Needs Priority)"
"Bug","20723","MAX: Price Change Warning and Red Regenerate Ad not working - New Cars","","Low","V-MAX-PRODUCT","","Undecided","","Max Ad","","04/12/12 04:57 PM","007:MAX","John Su","","","0","","0","0","01/23/15 09:09 PM","01/23/15 09:11 PM","","Active (Needs Priority)"
