"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Bug","29997","SF:94173, Key Features Header Duplicated in Portion Below Header","","High","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","05/21/14 07:19 PM","007:MAX","Derek Zehar","94173","","0","","0","0","","","","Active (Needs Priority)"
"Feature","25310","SF:72279, Request to Writeback NEW cars to ADP","","Medium","Chad L Sosna","underconsideration","Undecided","","Max Ad","","03/12/13 03:29 PM","007:MAX","Derek Zehar","","","0","","0","0","","","","Active (Needs Research)"
"Bug","27419","SF:82491, MAX Ad - NEW Units Displaying ""Trade In"" Next to VIN","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad","","08/30/13 03:04 PM","007:MAX","Chris Fant","82491","","0","","8","8","","","","Active (Needs Priority)"
"Bug","27968","SF:84882, Trims showing Alabama Plant","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Max Ad:  Ad Generation","","10/25/13 03:59 PM","007:MAX","Ben Piskor","84882","","0","","6","6","","","28314,","Active (Needs Priority)"
"Task","28684","New Car Pricing - Add a tab in View Active discounts to show expired discounts","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","01/08/14 08:37 PM","007:MAX","Michelle Clay","","","0","","24","24","","","","Active (Ready for Work)"
"QA Task","28751","MAX Automation: Create Non-SYSTEM User For Build Server","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","01/15/14 08:30 PM","007:MAX","Tim Muir","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","28801","User manual pdf in photo manager could not be found","","Medium","V-MAX-Engineers","MaxQAPriority","Undecided","","Photos","","01/22/14 03:55 PM","007:MAX","Darren Bokor","95592","","0","","0","0","","","","Active (Needs Estimate)"
"Bug","29204","Selected option package detail text will be cut off if the packages are too long","","Medium","V-MAX-Engineers","MaxQAPriority","Undecided","","Max Ad","","02/19/14 06:44 PM","007:MAX","Becky Song","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","29374","Duplicating attributes in the preview","","Medium","V-MAX-Engineers","","Undecided","","AutoLoad","","03/11/14 10:00 PM","007:MAX","Michelle Clay","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","29453","SF:91315, NEW Car Disclaimer - State Compliance Issues","","Medium","V-MAX-PRODUCT","","Undecided","","Pricing","","03/21/14 02:56 PM","007:MAX","Derek Zehar","91315","","0","","0","0","","","","Active (Needs Priority)"
"Task","29496","Make Print Window Sticker a Bulk Action for the Mobile Showroom Sticker","","Medium","Jeff Tureen","","Undecided","","Mobile Showroom","","03/26/14 09:07 PM","007:MAX","Michelle Clay","","","0","","0","0","","","","Active (Ready for Work)"
"Task","29792","AWS Environment setup","","Medium","Kevin Sisney","","Undecided","","Max Ad","","04/30/14 08:55 PM","007:MAX","J. Travis Huber","","","0","","0","0","","","","Active (Needs Priority)"
"Feature","29819","Expand semantics of ""certified program"" field, convey this to AulTec & eBiz","","Medium","V-MAX-PRODUCT","","Undecided","","Data","","05/02/14 03:17 PM","007:MAX","Zac Brown","","","0","","6","6","","","","Active (Work in Progress)"
"Bug","29860","SF:93655, PMC to MAX Link Not Working","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Reports","","05/07/14 02:45 PM","007:MAX","Derek Zehar","93655","","0","","0","0","","","","Active (Needs Priority)"
"Bug","29953","SF:94107, FirstLook MAX not syncing - 2 hr delay","","Medium","V-MAX-Engineers","roadmap","Undecided","","Max Ad: Database","","05/16/14 06:57 PM","007:MAX","Derek Zehar","94107","","0","","0","0","","","","Active (Ready for Work)"
"Bug","30316","SF:95416, Custom Previews No Longer Editable - Multiple stores, multiple frameworks","","Medium","V-MAX-PRODUCT","","Undecided","","Max Ad","","06/16/14 09:52 PM","007:MAX","Derek Zehar","95416","","0","","0","0","","","","Active (Needs Priority)"
"Bug","30455","SF:96007, MPG Not Displaying Correctly in MAX AD","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","AutoLoad","","07/01/14 03:19 PM","007:MAX","Derek Zehar","96007","","0","","0","0","","","","Active (Needs Priority)"
"Bug","30469","SF:96094, Inquiry/Concern - Invalid Cars Not Bringing Up 'Currently No Vehicles' Message (T10/#13)","","Medium","V-MAX-PRODUCT","","Undecided","","Max Ad","","07/02/14 07:31 PM","007:MAX","Derek Zehar","96094","","0","","0","0","","","","Active (Needs Priority)"
"Task","30538","Add option to default check boxes in Wisconsin Buyer's Guide","","Medium","V-MAX-Engineers","","Undecided","","Window Stickers","","07/14/14 10:45 PM","007:MAX","Troy Hemstreet","","","0","","0","0","","","","Active (Ready for Work)"
"Bug","30673","Schedule the Ad and approve it in a single DTC transaction","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","07/25/14 07:42 PM","007:MAX","Zac Brown","","","0","","0","0","","","","Active (Needs Research)"
"Task","30706","Null Chrome Values -- Ruining Autoload","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","07/30/14 09:40 PM","007:MAX","Michelle Clay","","","0","","0","0","","","","Active (Ready for Work)"
"Task","30707","Deactivate Twilio after 14 days","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","07/30/14 09:45 PM","007:MAX","Michelle Clay","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","30708","Convert Admin Pages to MVC4","","Medium","V-MAX-Engineers","","Undecided","","Max Ad","","07/30/14 09:48 PM","007:MAX","Michelle Clay","","","0","","0","0","","","","Active (Needs Estimate)"
"Task","30723","Max: The disclaimer goes out even when there is no ad, impacts TTM","","High","V-MAX-PRODUCT","","Undecided","","Max Ad","","08/01/14 05:31 PM","007:MAX","Christopher Norton","","","0","","0","0","","","","Active (Needs Priority)"
"Inquiry","30748","SF:97895, VIN Decoding Issue - Unit Showing as Hybrid in MAX - Not in Chrome","","Medium","V-MAX-PRODUCT","roadmap","Undecided","","Chrome","","08/05/14 06:03 PM","007:MAX","V-DBO-ERequests","97895","","0","","0","0","","","","Active (Needs Priority)"
"Inquiry","30764","VIN Decoding Ext. Color Issue - 4JGDA5HB9FA444722","","Medium","V-MAX-PRODUCT","","Undecided","","Data","","08/06/14 10:01 PM","007:MAX","V-DBO-ERequests","","","0","","0","0","","","","Active"
"Inquiry","30830","Interior Color Inquiry- 2008 Ferrari F430","","Medium","V-MAX-PRODUCT","","Undecided","","Chrome","","08/13/14 06:43 PM","007:MAX","V-DBO-ERequests","","","0","","0","0","","","","Active"
"Bug","30859","SF:98648, MAX Merchandising Undable to Print or Email Carfax VHR - Receiving Error Message","","Medium","V-MAX-PRODUCT","","Undecided","","Max for Selling & Email","","08/18/14 06:03 PM","007:MAX","Derek Zehar","98648","","0","","0","0","","","","Active (Needs Research)"
